class,normalized_mfcc_features
normal,"[ 6.90119976e-01  6.80981043e-01  6.58002233e-01  1.42901892e+00
  1.46191235e+00  1.54582189e+00  7.03632584e-01  5.61835342e-01
  4.80698957e-01 -7.31696013e-01 -8.01188950e-01 -1.06277641e+00
  6.13711864e-01  6.86753116e-01  7.31480519e-01 -2.24438666e+00
 -2.11082175e+00 -2.22559942e+00  5.30842949e-03  1.53559411e-02
  1.23576527e-01 -1.89045354e+00 -1.75308472e+00 -2.01667078e+00
 -1.96682370e-01 -1.54466829e-01 -7.96420707e-02 -1.82753339e+00
 -1.74195399e+00 -1.88010340e+00  4.53950280e-01 -7.12252798e-02
 -8.93722850e-02 -1.93448096e+00 -1.89817208e+00 -2.02837515e+00
 -2.13110704e-01  6.58086739e-02  5.43258550e-01 -2.24861239e+00
 -2.51294814e+00 -2.72798052e+00  6.07014847e-02 -4.29043477e-01
  3.31903406e-02  3.84234724e-01  3.11216215e-01  1.13756219e-01
  1.29078461e-01 -2.29124129e-03  8.62909624e-02 -9.48412214e-01
 -5.22580210e-01 -1.08577505e+00 -1.19837024e+00 -1.24492863e+00
 -1.06941371e+00 -4.03543041e-01 -2.23286424e-01 -7.46019304e-01
 -6.12623703e-01 -6.16938048e-01 -7.03889765e-01 -1.12319168e+00
 -5.88621203e-01 -5.75586560e-01 -1.00878954e+00 -1.02276975e+00
 -6.14342389e-01 -3.02611953e-01 -4.85550618e-01 -4.64383281e-01
  3.29637839e-02 -4.75969985e-01 -7.36864325e-01  6.43970157e-01
  2.41573075e-01  8.96909277e-02  5.47138368e-02 -9.21568729e-02
 -1.46797055e-03  5.26469189e-02  9.52237134e-02 -1.47167281e-01
  1.35198209e-01 -3.03305847e-01  2.86409285e-01  1.22810162e+00
  1.06801326e+00  5.93224394e-01 -1.20658434e-01 -3.78614874e-01
 -2.88352166e-01  2.95715778e-01  9.13429082e-02  1.81730897e-02
  1.01840562e+00  7.43547280e-01  1.33703579e-01  4.08303261e-01
  6.05949713e-01  1.11892237e+00  2.94863645e+00  1.98421659e+00
  9.94522579e-01  1.99503851e-01  1.87366633e-01  3.66586010e-01
  1.91895769e+00  2.33787334e+00  1.76964990e+00  5.51540833e-01
  9.29162370e-01 -2.52654045e-01  1.25073276e-01  9.47999501e-01
  1.67810398e+00  1.62745710e+00  6.11857103e-01 -2.85953213e-01
  7.06809309e-01  1.09933813e+00  6.89161080e-01  6.45873782e-02
 -3.45765105e-01 -4.46754036e-01  1.80420822e+00  1.52780793e+00
  1.60298452e-01 -6.30923393e-01 -1.00218881e+00 -6.32783373e-01
  6.12612465e-01  1.61466074e+00  1.79538121e+00 -4.56748860e-02
 -1.09313618e-01 -3.05522197e-02  2.52225469e-01  1.13577378e+00
  7.23029343e-01  2.14605597e+00  7.08750607e-01 -1.48708288e-01]"
normal,"[ 0.56270716  0.55820376  0.5778437   2.04015412  2.01101098  1.87968947
 -0.21123788 -0.24510501  0.06422424  0.59459024  0.36729434 -0.45018378
 -0.82122859 -0.62188897  0.0949774  -0.67655601 -0.63650705 -1.35818496
 -1.37380781 -1.2212577  -0.54276022 -0.1753509  -0.17423199 -1.19705287
 -2.02316818 -1.7347407  -0.774643   -0.4944213  -0.56839457 -1.35692602
 -1.53227165 -1.62255182 -0.69509369 -0.33766347 -0.79370549 -1.81484268
 -1.37651468 -0.7789549   0.48078609 -1.39276689 -1.7222959  -2.36086319
 -1.30012352 -1.529401   -0.62233745  0.13854699 -0.23805866 -0.48901984
  0.7796745   0.93693465  1.06154874 -1.2102821  -1.13740844 -1.45610019
 -0.25908696  0.09657542 -0.16361734 -2.01074665 -1.83711498 -1.80402671
  0.8222017   0.89909723  0.28108718 -2.10531842 -1.64113854 -1.34872807
 -0.02813161  0.18482892  0.0224786  -1.84576444 -1.73964903 -0.96929962
  0.68626153  0.2038996  -0.27653606 -0.64639711 -0.896989   -0.77224876
  1.22196908  0.67061748  0.2061655  -0.7573127  -0.57402146 -0.00760788
  0.80167554  0.50142333 -0.07212289 -0.32443885 -0.5453366   0.61350241
  1.82262842  1.49681822  0.39084465 -1.02536537 -1.00284163 -0.24583986
  0.94498624  0.71872103  0.19207796  0.82590575  0.31896242  0.01249252
  0.4295056   0.97467704  1.63639144  3.08682343  1.80575756  0.77877429
  0.10147687  0.47138904  0.83660311  1.77310051  1.72852901  1.42827775
  0.52595859  1.19415624  0.26530268  0.28903482  0.62176131  1.02765176
  0.92419531  0.51378719  0.24096605  1.51321304  1.35251058  0.22392534
 -0.51003818 -0.33271067  0.44699829  2.3138634   1.53982061 -0.35340431
 -0.74966756 -0.76221501 -0.12997887  0.71772733  1.1081547   1.06276347
 -0.23374851  0.35059004  1.069274    0.362134    0.54762772  0.13960472]"
normal,"[-0.29353624 -0.55546534 -0.77781526 -1.67410788 -1.44277634 -1.128919
  0.23479073  0.57346902  0.83597613  0.93816631  0.75121776  0.5255215
  1.18087928  1.17686114  0.93912821  0.4496372   0.12167645 -0.29601407
  0.62678219  0.77321814  0.75489844  0.14505709  0.0698826   0.17174707
  0.03285175  0.58003351  1.06188024  0.43128612  0.29660357  0.2089527
 -0.21893827  0.02868052  0.22775216  0.67719373  0.29976934 -0.02179438
 -0.50468919 -0.35295785  0.4876944   1.25716854  0.90476657  0.68179471
 -1.12194029 -0.97507695 -0.38309791  1.33710267  1.19213133  0.76689995
 -1.76173766 -1.41882188 -0.89029397  1.27383815  1.3676869   1.18231931
 -1.70874305 -1.36594566 -0.77977161  1.35473815  1.25706572  1.0340956
 -1.47925701 -1.34710714 -1.02504795  1.56999956  1.3797316   0.79051782
 -1.34323006 -1.16000753 -0.95082313  1.23530065  1.34834275  1.07534699
 -1.77390085 -1.30434472 -0.69460818  1.36881205  1.45852958  0.99462602
 -1.32199426 -1.17145779 -0.71306894  1.76437279  1.49837828  0.78384304
 -1.08439979 -1.27229976 -0.98141929  1.31199523  1.04874567  0.38893675
 -1.82114397 -1.76649165 -1.00292495  0.40883407  0.5942154   0.41926755
 -1.80500422 -1.6903453  -0.33575215  0.75572318  0.76876118  0.54161133
 -0.95260234 -1.16416576 -0.35334585  1.07496364  1.08356795 -0.13082638
 -0.76631929 -0.89787492  0.36409859  0.84157133  1.02494268  0.57235789
  0.02229142 -0.0529831   0.2456521   0.57819525  0.74050034 -0.03876634
 -0.60545269 -0.3982981   0.2066047  -0.0441376   0.36706763 -0.34853519
 -1.13456265 -0.65221287  0.52699192 -0.27351573  0.02892714 -0.50953745
 -0.49429479 -0.48756355  0.00639503  0.15987068  0.23308993  0.0247538
 -0.58901047 -0.43151346  0.74015635  0.77059288  0.96741378  0.23381646]"
normal,"[-0.37260423 -0.6307163  -0.81542917 -1.13726268 -0.97239004 -0.92656522
 -0.76576527 -0.32597312  0.40464299  2.17542441  1.83791872  1.02015595
 -0.25130358 -0.04157757  0.52513382  1.84918878  1.3260529   0.18389671
 -0.52012113 -0.19855888  0.41110344  1.75710945  1.39005985  0.32559375
 -1.63639424 -0.78885099  0.77911576  1.54499459  1.20525076  0.3509484
 -1.50393926 -0.92188777  0.58005889  1.56472975  0.89883792 -0.48285459
 -1.02442082 -0.55481846  0.9667013   1.28141278  0.58653352 -0.48926802
 -0.57857185 -0.05978421  1.25142436  0.55031743  0.05668901 -0.41196964
 -0.33874527  0.24570404  0.89626876 -0.43887656 -0.57326592 -0.7558908
  0.16464921  0.738076    1.00158224 -0.73047245 -0.80911593 -0.77726306
  0.65526238  0.83808045  0.91217985 -0.81598002 -0.92568143 -0.8628305
  1.0626739   1.08284001  0.62045219 -0.91834435 -0.80801819 -0.58333329
  0.69351555  0.91595401  0.70459728 -1.43657698 -1.02622979 -0.29619938
  0.9738947   1.05613973  0.46065976 -1.01427253 -0.83198566 -0.22033211
  1.55588363  1.24271887  0.26775966 -0.79729174 -0.87859564 -0.37836466
  0.86866557  0.59183736 -0.30340987 -1.66802304 -1.4562502  -0.38727204
  0.14089254  0.17987074  0.01162261 -1.30632215 -1.15051481  0.22905719
  0.21683317  0.0728945   0.16958755 -0.36600148 -0.51875233  0.14525109
  0.23105787  0.05049668 -0.61198407  0.19559783  0.17613495  0.50164197
  0.06818684  0.08439021  0.30700538  0.69924974  0.67982553  0.19842977
 -0.1326037  -0.05181901 -0.10954664 -0.01206042  0.23323069  0.1135231
 -1.02024307 -0.52627518 -0.14905533  0.06860365  0.53761668  0.21102144
 -1.41283623 -0.94297168  0.11922753  0.38386005  0.50106806 -0.39633514
 -0.96242373 -0.7825125   0.38237072  0.36613343  0.37419134  0.26651118]"
normal,"[-0.85651634 -0.83403367 -0.80203639 -1.23141074 -1.25890563 -1.36408681
  0.6569984   0.73275407  0.76493707  0.37641855  0.35247824  0.29793065
  1.24949321  1.04566993  0.97431886 -0.27093096 -0.33110208 -0.61641536
  0.73452254  0.79008689  0.8774912  -0.41083663 -0.42821542 -0.47557953
  0.44285443  0.40382452  0.70567317  0.22837638  0.19368107 -0.10390556
  0.88780678  0.51753756  0.5903991   0.0692022  -0.14010598 -0.4249328
  0.08179474  0.17145389  0.77119574 -0.42622523  0.06507376 -0.02720217
 -0.29532409  0.06486826  0.82371361  0.11213583  0.5954325   0.48035939
 -0.38527975 -0.88424358 -0.37502569  1.27829067  1.08623896  0.57848052
  0.00412019 -0.7662843  -0.49332617  1.01709584  0.9465674   0.56170818
 -0.60926755 -1.04706221 -0.9233009   0.38863808  0.91010202  0.25450634
 -0.53491979 -0.50995213 -0.27421143  0.4995502   0.8081648   0.53997261
 -0.61354685 -0.82175076 -0.41184394  0.61354761  0.34540845  0.14749243
 -0.38497142 -0.82899517 -0.49518921  0.0493514   0.4984301   0.13554605
 -0.57667616 -0.43075653 -0.06488511 -0.08066494  0.51840252  0.18279255
 -0.51094845 -0.45314014  0.18517493  0.20297931  0.3603797  -0.1677636
  0.87889733 -0.15095318 -0.02351215  0.48755931  0.6100062   0.1904481
  0.84775453  0.81045758  1.28402255  0.19202724  0.62742817 -0.01193734
  0.57812178  0.96742295  1.02854277 -0.32141567 -0.44257371 -1.03803544
  1.17273197  0.29688384  0.58249024 -0.46477237 -0.73199025 -0.67654985
  0.57469357  0.10374219  0.44717201 -0.6660329  -0.90720482 -1.02472471
  0.49003133  0.72680252  0.82564521 -0.20986677 -0.44471927 -0.82593125
  0.70385859  0.58917856  0.75351446 -0.3401646  -0.52185156 -0.56366807
  0.95768003  0.82297144  0.5886017   0.14975923 -0.28287606 -0.00611858]"
normal,"[-0.93021638 -0.93054928 -0.97512005 -0.78951134 -0.73641783 -0.57232379
 -0.16059079 -0.22284514 -0.6398151   1.42461199  1.57902393  2.24366975
  0.07949141 -0.3298955  -1.21915626  0.89681501  1.02938777  1.77439698
 -0.25227284 -0.36529798 -1.17239404  0.92154039  1.19401391  2.40103831
 -0.90564655 -1.24810247 -2.36166159  1.01404572  1.20671665  2.25692251
 -0.0299353  -0.62522516 -2.27167154  0.74805554  0.72992483  1.90673183
 -0.0031186  -0.32044585 -1.76143348 -0.42540327  0.13408156  1.86820713
 -0.14561676  0.13310519 -0.93964026 -0.4062217   0.1198288   1.61495216
  0.23762053  0.12376567 -0.87995851 -0.09484628 -0.43673872  0.26829248
  1.47149816  0.99633762 -0.04738163 -0.34231697 -0.77121355 -0.50114059
  1.2052929   1.01513546  0.67989378 -1.10565847 -1.20679279 -1.01587613
  0.8164352   1.35383798  1.09437412 -0.88024077 -0.86811099 -0.87357159
  0.70826006  1.01977868  1.0720406  -0.89427527 -1.22655105 -1.42620184
  0.83392288  0.60247813  0.92877308 -0.78029922 -1.1531681  -1.53559194
  0.43546158  0.91458407  1.45113598 -0.79848011 -0.67636211 -1.33795709
  0.0108547   0.76490762  1.62187589 -0.82131741 -0.78151488 -1.24819747
  0.5412196   0.7504303   1.43512236  0.66114638 -0.41163814 -1.60943267
  0.61998365  0.8627928   2.15034811  0.74074215  0.65015689  0.01025434
  0.27933019  0.73887688  1.63666583  0.6457366   0.85576477 -0.35888306
 -0.22325151 -0.26390566  0.22627569  0.96900897  0.16705335 -0.7368703
 -0.29164831 -0.61830445 -0.0025435   0.46785834  0.0053698  -0.39443802
 -0.45513344 -1.02270533 -0.21639247  0.38275146  0.53828737 -0.0989954
 -0.17376054 -0.38199343 -0.39921985  0.61165242  0.56472215 -0.02806764
 -0.31553556 -0.61036949  0.10405997  0.62731366  0.63782288  0.5686429 ]"
normal,"[-0.88408244 -0.70799766 -0.24097264 -0.95598666 -1.44219062 -2.01788615
  0.88213035  0.69811322  0.18079002 -0.3085635   0.35304035  0.7003141
  1.38555553  1.26677448  1.35297754 -0.37474395 -0.29759147  0.150696
  0.70460753  0.77574193  0.57064403 -0.6422638  -0.55268516 -0.52876711
  0.50965085  0.31933322 -0.44307015 -0.24146888 -0.12020462  0.05022303
  0.77329945  0.83419276  0.4116149   0.00677316  0.16215048  0.52091262
  1.45021864  0.60494065 -0.33694197 -0.28649971  0.52615776  0.94294354
  0.01188495 -0.68538409 -1.25972589  0.03204799  0.20296593  0.92424886
 -0.75144439 -0.94694573 -1.20983895  1.31960109  1.2288826   1.63686928
  0.72835893 -0.19565968 -1.12828084  1.55005495  1.39476117  1.49149211
  0.19363088 -0.49089691 -1.11678841  0.51896947  1.06622941  1.49987464
 -0.35065119 -0.82550045 -1.15987274  0.58330975  0.84363295  1.28104199
 -0.69528385 -0.97044384 -1.46093981  0.52700788  0.86445687  0.89232543
 -0.2065895  -0.78707847 -1.82013165  0.05046353  0.83293131  0.99513617
 -0.27875025 -0.60800568 -1.15716472  0.00266121  0.72698282  1.59548355
  0.34867543 -0.66171192 -1.08057227 -0.03084556  0.63379277  1.39095605
  0.09509932 -0.24859711 -0.97294438 -0.41745264  0.4084909   0.87565344
 -0.04296672 -0.08375745 -0.97971314 -0.05120218 -0.02151399  0.88096291
  1.31904458 -0.23135312 -0.63532537 -0.676991   -0.36842059  0.89380772
  0.55808288  0.35465351 -0.23678163  0.31117418  0.05014164  0.65612894
  0.27389418  0.30441517 -0.1656989  -0.75884953 -0.71840269  0.40830521
  0.18815637  0.21846185 -0.38384346 -0.57239014 -0.40005953  0.129081
  0.60173731  0.83118781 -1.10962137 -0.27266396 -0.31477343 -0.53571224
  0.72878835  0.58265863 -1.04681196 -0.96182428 -0.3949316   0.12758017]"
normal,"[-0.91871696 -0.81792267 -0.31597098 -0.69877186 -0.94732385 -1.66757839
  0.3691684   0.01536632 -0.49427638  0.37371239  1.12321366  1.43031956
  0.61530178  0.29184583  0.48472832  0.45380532  0.66161306  1.0079112
  0.11017702  0.00604221 -0.04970127  0.11103316  0.53719669  0.40341598
 -0.18477096 -0.64869837 -1.21225967  0.17131475  0.43598467  0.37083706
  0.37027948  0.08181923 -0.09406027 -0.0158239   0.53357143  0.69787453
  1.43714151  0.64071139 -0.06050723 -0.13976384  0.26576835  0.24623436
  0.21951078  0.34382735  0.0558969  -0.46913472 -0.78243363 -0.51035782
  0.01374279  0.16462254  0.25241137 -0.49959226 -0.61321616 -0.37050434
  1.82902255  1.44219737  0.83588008  0.3619975  -0.18986807 -0.52614667
  1.71562368  1.3368624   0.86193382 -0.39058997 -0.5242731  -0.5695463
  0.64887234  0.92728714  0.83232792 -0.3793154  -0.70699264 -0.68736121
  0.47713838  0.64432049  0.4578212  -0.59928948 -0.85463413 -0.99066747
  0.41734078  0.65289214 -0.01674963 -0.34303507 -0.57013686 -1.14572575
  0.01765056  0.66551363  0.35922917 -0.09315795 -0.32982742 -0.13024189
 -0.03507539  0.39138127  0.75979808  0.405512   -0.34094842  0.05080768
 -0.07882092  0.43320327  0.75577082  0.22132396  0.00804912  0.16327356
 -0.35012417  0.03123025 -0.15346142 -0.20474836  0.21551166 -0.20075215
 -0.00833718 -0.47214014 -1.06041466  0.98730736  0.1000045   0.02587828
 -0.0651431  -0.50339311 -0.12969353  0.19931892  0.30349429  0.63067507
  0.51119284 -0.05531716 -0.01997296 -0.18744876  0.34692711  0.4753737
 -0.46406352 -0.83357436 -0.33916078 -0.04727659  0.11587497  0.46352643
  0.08220286 -0.45895771 -0.45150769  0.01669454  0.83548369  0.31380027
 -0.0523042   0.06570862 -0.27463217  0.49603867  0.30236839  0.44891058]"
normal,"[ 4.42622336e-01  4.26040413e-01  4.28609602e-01  1.39152174e+00
  1.40562445e+00  1.41483315e+00  6.01638787e-01  5.19663827e-01
  4.38620778e-01 -1.32068202e+00 -1.10708995e+00 -7.17172443e-01
  7.41600825e-01  6.80987880e-01  4.26914241e-01 -1.58504402e+00
 -1.44829628e+00 -1.66379914e+00  5.38472085e-01  3.70143857e-01
  6.83734905e-02 -2.26078548e+00 -1.98727093e+00 -1.25182639e+00
  1.50401073e-01  3.11029478e-01  1.63507569e-01 -1.76279218e+00
 -1.62848093e+00 -9.23425862e-01  7.06691902e-01  4.40758611e-01
 -4.99651468e-01 -1.79229475e+00 -1.27972844e+00 -9.70250520e-01
  8.53418615e-01  7.86777466e-01  4.98731600e-01 -2.18137743e+00
 -1.84426890e+00 -1.32759858e+00  1.88909761e-01  1.92569339e-01
 -3.57246999e-01  1.34325498e-01 -3.77655192e-01  1.50466190e-03
  2.76414634e-01  1.48125770e-01  3.67594598e-01 -1.26705586e+00
 -1.01318615e+00 -3.63498061e-01  3.14856454e-01 -2.42376214e-01
 -8.22202084e-01 -8.64796005e-01 -1.23976663e+00 -9.47493829e-01
 -1.95495989e-01 -1.61077131e-01 -3.86811349e-01 -1.11734058e+00
 -7.25291361e-01  1.46254428e-01 -1.02435729e+00 -3.73758925e-01
 -9.36743257e-02 -4.11040704e-01 -6.00361973e-01 -9.14179667e-01
 -2.82635475e-01  1.01323172e-01 -7.81010162e-02  5.77248493e-01
  3.34730518e-01 -1.24588385e-01 -3.29217642e-01 -1.02766506e-01
  1.14403778e-01 -3.61947815e-02  1.49794858e-01  3.12745216e-01
 -1.24657624e-01 -5.59217467e-01 -8.18323873e-01  8.94370330e-02
  8.76532613e-02 -7.65609347e-02 -3.06668738e-02  1.61220968e-01
 -3.14165794e-01 -4.05709780e-01 -6.81792795e-01 -5.58502900e-02
  3.91102483e-01  4.76742624e-01  1.69502795e-01  3.30156021e-01
  8.63059228e-01  3.92977669e-01  9.38153714e-02  3.79709308e-01
  8.87945020e-01  1.19180467e+00  1.09629318e+00  6.14943368e-02
  8.90954141e-01  1.71076653e+00  1.01071810e+00 -3.69854647e-01
 -5.38576942e-01 -4.38116941e-01  9.53967740e-02  8.15331288e-01
  1.53159230e+00 -1.78805252e-01 -4.35268811e-01 -3.56392230e-01
  8.53196625e-01  9.88355274e-01  7.73323819e-01 -5.86191136e-01
 -2.50508188e-01 -4.99948374e-01  4.38565191e-01  1.26898367e+00
  1.46491674e+00  1.27929240e-02 -1.12089729e-02  8.17386638e-02
 -1.96002611e-01  1.42981545e+00  2.54188213e+00 -1.47847704e-01
  1.65217771e-01 -1.37682114e-01  4.94216224e-02  8.54904028e-01
  1.75981337e+00  3.53009118e-01  2.07945241e-01  2.19779399e-01]"
normal,"[ 0.28767521  0.28676158  0.34616375  2.14382176  2.04257163  1.73365171
 -0.46389735 -0.40228687  0.01770415  0.25877925  0.23601712 -0.10761709
 -1.00796307 -0.8857013  -0.25776036  0.1279074   0.12471036 -0.86607888
 -0.87593111 -0.8760732  -0.55573802 -0.23693942 -0.25703733 -0.63277945
 -1.88743676 -1.56661766 -0.41224683 -0.29914077 -0.2755838  -0.53506227
 -1.16136974 -1.38083605 -0.70516498 -0.36545214 -0.13424743 -1.33841699
 -0.32521495 -0.02542688  0.99206983 -1.03625635 -1.21931565 -1.71205209
 -1.02109633 -0.32107985  0.28818826 -0.15529339 -0.86145181 -1.31250477
  1.21203889  1.04228691  1.40802537 -1.80614799 -1.81710175 -1.19702971
  0.77407124  0.82492049  0.54357276 -1.28568088 -1.97709884 -1.99810769
  0.56910504  0.44559867  0.1879734  -1.45706197 -1.36772824 -0.87357241
 -0.30287793  0.27326831  0.74111537 -1.58168773 -1.22896704 -0.88063432
  0.28708042  0.22771291 -0.55073189 -0.60963307 -0.2639944   0.01380678
  0.9179593   0.66231976 -0.20925033 -1.01617705 -0.59760386  0.33590125
  0.69338445  0.60320772  0.05824837 -0.56040884 -1.02554555 -0.69717369
  0.60106168  0.62609093  0.02223728 -0.59098094 -0.40424776 -0.38821048
  0.06400382 -0.1398242   0.22318509  0.36884637  0.25078542 -0.15785702
  0.32026638  1.27452344  0.81726138 -0.01444903  0.02598914  0.50141757
  0.9349449   1.37547153  0.54753183  1.13107086  1.45865168  0.43286618
 -0.51529168 -0.30515708  0.13898212  0.34153388  0.5131886   0.67372339
 -0.55399598 -0.34984574  0.22013448  1.12507529  0.90294677  0.0870573
 -0.42226733  0.14078713  0.30281727  0.47536032  1.02764816  0.67433881
  0.0393891   0.24879676  0.59294663 -0.08019123  0.9762284   1.57809911
 -0.6250854   0.70467819  0.96403042  0.30614171  0.23911421  0.32742401]"
normal,"[ 0.5770353   0.49173376  0.50638532  0.82052511  1.01939482  1.23874467
  0.89942402  0.73286338  0.60356857 -0.73049649 -0.62714454 -1.05138334
  1.07662378  0.81276662  0.94526515 -1.74108513 -1.58355897 -1.56949421
  0.96835071  0.930181    0.66324815 -1.46190257 -1.85729572 -2.00606431
  1.44465841  1.78908144  1.5614967  -2.03652698 -2.02319851 -1.66123474
  0.32752128  0.7662441   0.78730663 -1.65896949 -1.88113603 -2.67542072
  1.1905154   1.62764091  1.69815318 -1.83406331 -1.11990745 -0.63581471
  0.54176009  1.22455288  1.38582344 -1.32199846 -1.46886253 -2.02671436
  0.24172257  0.47492911  0.38696746 -1.26937569 -1.23961153 -1.14066848
 -0.38581047  0.07501953  0.08615779 -0.49987979 -0.56203339 -0.02468249
 -0.19768674 -0.470102   -0.89259185 -0.07384019 -0.45837946 -0.86254753
 -0.34494676 -0.1797816  -0.55886043 -0.42420436 -0.07935232 -0.0371589
 -0.56359458 -0.3360491  -0.24673578  0.10580423  0.06176141  0.11908529
 -0.73938701 -0.20343985  0.00668356 -0.2594734  -0.09725531  0.1420869
  0.07531996 -0.2289711   0.14382148  0.62173713 -0.22572266 -0.03652934
  0.14299246 -0.16587834  0.60884944 -0.52896516 -0.28845685 -0.60614375
 -0.3869306  -0.04845987 -0.13911589 -0.95041211 -0.7546159  -0.28586665
 -0.31299156  0.27564076  1.14720809 -0.48515261 -0.02922572  1.31662715
 -0.73973168  0.33327945  1.16530633 -0.74709122 -1.07183139 -0.36427974
  1.45352221  0.64524667  0.07278676 -0.03697491 -0.34576076  0.5741671
  0.79604044  0.64983857  0.83046271 -0.36920394 -0.34375167  0.16158424
  0.08546415  0.20492887  1.11845673  1.12118892  0.41760513  1.24005272
 -0.26606883  0.70093139  0.78167175 -0.3454626   0.27176208 -0.65887999
  0.2482796  -0.21282561  0.0696133   0.75245856  0.26791533 -1.35960691]"
normal,"[ 0.45753895  0.39613086  0.28761559  1.36994851  1.44309956  1.79923744
  0.2338569   0.15461116 -0.1709749   0.00319785  0.15353483  0.53346623
  0.48150012  0.07005068 -0.82286034 -1.24636477 -0.88808297 -0.22722112
  0.48744588  0.36176815 -0.44567199 -1.04789751 -1.17123603 -0.26799443
  1.12864075  1.04025766 -0.13843595 -1.52469129 -1.24653854 -0.32684675
 -0.36122053 -0.20481154 -1.1053025  -1.61968189 -1.4558065  -0.7597962
  1.23693864  1.25201208  0.24442377 -1.8029694  -1.16168843 -0.08568327
  0.51884625  1.60287224  0.6416262  -1.47616646 -1.66897059 -1.14380007
  0.21720045  0.74794334  0.45076151 -0.95709662 -1.36665198 -1.4144105
 -0.49346482  0.29820313  0.36292078 -0.78154826 -0.98840327 -1.08234279
 -0.04321382  0.21902596  0.97805264 -0.36050383 -1.07056266 -1.50898757
  0.03756144  0.12688324  0.42633781 -0.42872405 -0.45259029 -1.02895452
 -0.59609389  0.00822437  0.4433125  -0.24315115 -0.32291143 -0.55433538
 -0.32273018 -0.02256868  0.83707232 -0.55128228 -0.14122712 -0.35406912
 -0.29678568 -0.2026529   0.38515175  0.44184447  0.01203553 -0.40127005
  0.40698754 -0.45591722  0.27847084  0.11583383 -0.01398068  0.06871156
 -0.32988616 -0.24781641  0.20543168 -0.51869948 -0.04097068 -0.13550919
 -0.8889212  -0.81223616  0.10525985 -0.69363645  0.17207814  1.07739169
  0.03391422  0.15365836  0.96621877 -0.7543301   0.0169062   1.06657367
 -0.53895561 -0.50259605  0.04968805  0.93234846  0.06382045  0.31823038
  0.22716893  0.12234932  0.42348818  0.58666678 -0.07574562  0.77705865
  0.72416338  0.69609534  0.2061419  -0.55145039 -0.7490795  -0.18242436
  1.18715678  1.11053862  0.0393377  -0.5632392  -0.00243089  0.59286992
  0.3434396   1.20451805  0.42527846 -0.80876634 -0.76264489 -0.60380345]"
normal,"[ 0.45294208  0.49691328  0.56611705  0.69750689  0.58360373  0.56393148
 -0.48826031 -0.41701697 -0.29963734 -1.05604509 -1.18199972 -1.49335245
 -0.13082987  0.37541507  0.61557196 -0.75437284 -0.95496324 -1.41904716
 -0.23436821  0.13648799  0.451551   -0.84559873 -1.16881519 -1.38128155
 -0.61698175 -0.38029015 -0.14193873 -0.27537645 -0.52255953 -0.68866717
 -0.14852603 -0.02661658  0.13899081  1.19693511  0.72813468  0.14497402
 -0.5439065   0.36898656  1.00175883  1.61117469  0.37970234 -0.70723969
 -0.86507427 -0.73248682  0.05514115  0.84650624  1.00308194  0.6338176
 -0.19169183 -0.32485171 -0.15492841  1.55939859  1.11058109  0.60143515
 -1.35708049 -1.39401958 -0.12596214  1.47698051  1.06136544  0.93919641
 -1.57465629 -1.04102955  0.08640091  2.19327156  1.43206067  0.67137699
 -1.18186675 -0.97164517 -0.6209378   1.29084338  1.17586045  0.74802658
 -1.44290064 -1.11256932 -0.89143456  2.26729876  1.6202966   0.79535355
 -1.69982326 -1.11641096 -0.3348355   0.51472893  0.72014058  0.52034891
 -0.62275173 -1.0095738  -1.10606335  1.06890031  0.8125683   0.29753989
 -1.18233292 -0.75255047  0.30266906  0.9405606   0.5409302  -0.23153595
 -1.24041436 -1.02062992  0.41546045  0.67541449  0.8058652  -0.10590896
 -0.45187748  0.29458792  0.952055   -0.03350754 -0.16430818 -0.65209358
 -1.69551378 -0.94650767  0.36053437  0.35410429  0.66243578  0.30185898
 -1.02215026 -0.34712931  1.3819069  -0.33066503 -0.31013897 -0.38617674
 -0.70410272 -0.47453908  0.05258041 -0.34950705 -0.14638403  0.00875099
 -0.76197751  0.53043214  1.68638234 -1.21200472 -1.23594101 -0.35784714
 -0.38850756 -0.13266265  0.18589989 -1.11048106 -0.88904158 -0.4553925
  0.69556588  0.1926781   0.10816671 -0.51336565 -0.01664356  1.1421563 ]"
